id,ticket_id,priority,status,category,subject,description,created_date,resolved_date,assigned_to,created_at
364,TICKET-1364,High,closed,Software,Network connectivity issue,User reported an IT issue requiring support team assistance.,2024-03-07,2024-03-13,soc_user,2024-03-07 00:00:00
365,TICKET-1365,Medium,closed,Network,Network connectivity issue,User reported an IT issue requiring support team assistance.,2025-07-26,2025-07-29,soc_user,2025-07-26 00:00:00
366,TICKET-1366,Medium,open,Network,VPN not connecting,User reported an IT issue requiring support team assistance.,2024-10-01,2024-10-04,it_support,2024-10-01 00:00:00
367,TICKET-1367,Medium,open,Hardware,Software installation request,User reported an IT issue requiring support team assistance.,2025-02-21,2025-03-02,it_support,2025-02-21 00:00:00
368,TICKET-1368,Low,in_progress,Access,VPN not connecting,User reported an IT issue requiring support team assistance.,2024-11-18,2024-11-27,analyst1,2024-11-18 00:00:00
369,TICKET-1369,Low,in_progress,Network,Slow system performance,User reported an IT issue requiring support team assistance.,2024-07-27,2024-08-05,analyst2,2024-07-27 00:00:00
370,TICKET-1370,Medium,open,Hardware,Printer not working,User reported an IT issue requiring support team assistance.,2024-01-02,2024-01-10,analyst2,2024-01-02 00:00:00
371,TICKET-1371,Low,in_progress,Security,Software installation request,User reported an IT issue requiring support team assistance.,2024-09-17,2024-09-27,admin,2024-09-17 00:00:00
372,TICKET-1372,Medium,in_progress,Hardware,Laptop not turning on,User reported an IT issue requiring support team assistance.,2025-01-08,2025-01-16,analyst2,2025-01-08 00:00:00
373,TICKET-1373,High,in_progress,Email,Password reset request,User reported an IT issue requiring support team assistance.,2024-09-22,2024-10-01,it_support,2024-09-22 00:00:00
374,TICKET-1374,Low,open,Software,Password reset request,User reported an IT issue requiring support team assistance.,2025-06-24,2025-07-01,analyst1,2025-06-24 00:00:00
375,TICKET-1375,Medium,open,Network,System access issue,User reported an IT issue requiring support team assistance.,2025-08-03,2025-08-06,analyst1,2025-08-03 00:00:00
376,TICKET-1376,Low,resolved,Network,Email not syncing,User reported an IT issue requiring support team assistance.,2025-10-06,2025-10-07,admin,2025-10-06 00:00:00
377,TICKET-1377,High,resolved,Access,Slow system performance,User reported an IT issue requiring support team assistance.,2024-08-09,2024-08-11,it_support,2024-08-09 00:00:00
378,TICKET-1378,Low,resolved,Network,Laptop not turning on,User reported an IT issue requiring support team assistance.,2024-11-12,2024-11-21,analyst1,2024-11-12 00:00:00
379,TICKET-1379,Medium,in_progress,Email,Slow system performance,User reported an IT issue requiring support team assistance.,2024-07-05,2024-07-12,soc_user,2024-07-05 00:00:00
380,TICKET-1380,Critical,resolved,Access,Password reset request,User reported an IT issue requiring support team assistance.,2024-11-25,2024-12-03,analyst2,2024-11-25 00:00:00
381,TICKET-1381,Critical,resolved,Network,Network connectivity issue,User reported an IT issue requiring support team assistance.,2025-04-22,2025-04-23,analyst1,2025-04-22 00:00:00
382,TICKET-1382,Critical,resolved,Security,Security alert investigation,User reported an IT issue requiring support team assistance.,2025-04-06,2025-04-15,admin,2025-04-06 00:00:00
383,TICKET-1383,Critical,in_progress,Email,Slow system performance,User reported an IT issue requiring support team assistance.,2024-01-05,2024-01-13,it_support,2024-01-05 00:00:00
384,TICKET-1384,Critical,resolved,Hardware,System access issue,User reported an IT issue requiring support team assistance.,2024-03-11,2024-03-12,analyst2,2024-03-11 00:00:00
385,TICKET-1385,High,in_progress,Software,Printer not working,User reported an IT issue requiring support team assistance.,2024-10-16,2024-10-20,analyst1,2024-10-16 00:00:00
386,TICKET-1386,High,closed,Hardware,Printer not working,User reported an IT issue requiring support team assistance.,2024-09-19,2024-09-20,soc_user,2024-09-19 00:00:00
387,TICKET-1387,Medium,resolved,Access,Email not syncing,User reported an IT issue requiring support team assistance.,2025-04-30,2025-04-30,admin,2025-04-30 00:00:00
388,TICKET-1388,Medium,open,Software,Security alert investigation,User reported an IT issue requiring support team assistance.,2025-04-23,2025-04-28,soc_user,2025-04-23 00:00:00
389,TICKET-1389,Low,open,Software,Printer not working,User reported an IT issue requiring support team assistance.,2024-03-12,2024-03-13,admin,2024-03-12 00:00:00
390,TICKET-1390,High,open,Security,Laptop not turning on,User reported an IT issue requiring support team assistance.,2025-04-19,2025-04-24,it_support,2025-04-19 00:00:00
391,TICKET-1391,High,open,Network,Password reset request,User reported an IT issue requiring support team assistance.,2025-10-07,2025-10-17,admin,2025-10-07 00:00:00
392,TICKET-1392,Low,resolved,Software,Network connectivity issue,User reported an IT issue requiring support team assistance.,2024-11-24,2024-12-02,it_support,2024-11-24 00:00:00
393,TICKET-1393,Medium,in_progress,Software,VPN not connecting,User reported an IT issue requiring support team assistance.,2024-03-26,2024-03-26,admin,2024-03-26 00:00:00
394,TICKET-1394,High,in_progress,Hardware,Printer not working,User reported an IT issue requiring support team assistance.,2025-06-11,2025-06-16,soc_user,2025-06-11 00:00:00
395,TICKET-1395,Critical,closed,Security,Network connectivity issue,User reported an IT issue requiring support team assistance.,2024-05-13,2024-05-23,it_support,2024-05-13 00:00:00
396,TICKET-1396,Critical,open,Hardware,System access issue,User reported an IT issue requiring support team assistance.,2025-09-20,2025-09-20,soc_user,2025-09-20 00:00:00
397,TICKET-1397,Medium,resolved,Access,Security alert investigation,User reported an IT issue requiring support team assistance.,2024-01-04,2024-01-07,it_support,2024-01-04 00:00:00
398,TICKET-1398,Critical,resolved,Hardware,Printer not working,User reported an IT issue requiring support team assistance.,2024-05-19,2024-05-23,soc_user,2024-05-19 00:00:00
399,TICKET-1399,Critical,closed,Email,Password reset request,User reported an IT issue requiring support team assistance.,2024-08-03,2024-08-08,analyst2,2024-08-03 00:00:00
400,TICKET-1400,Low,in_progress,Access,Password reset request,User reported an IT issue requiring support team assistance.,2024-12-23,2024-12-28,analyst1,2024-12-23 00:00:00
401,TICKET-1401,Medium,open,Access,Printer not working,User reported an IT issue requiring support team assistance.,2024-10-23,2024-10-27,analyst2,2024-10-23 00:00:00
402,TICKET-1402,High,open,Access,Software installation request,User reported an IT issue requiring support team assistance.,2024-04-06,2024-04-15,analyst1,2024-04-06 00:00:00
403,TICKET-1403,Low,open,Network,Software installation request,User reported an IT issue requiring support team assistance.,2024-02-05,2024-02-07,analyst2,2024-02-05 00:00:00
404,TICKET-1404,Critical,open,Software,Software installation request,User reported an IT issue requiring support team assistance.,2024-11-09,2024-11-15,soc_user,2024-11-09 00:00:00
405,TICKET-1405,Medium,closed,Security,System access issue,User reported an IT issue requiring support team assistance.,2025-06-12,2025-06-12,analyst2,2025-06-12 00:00:00
406,TICKET-1406,High,resolved,Security,Slow system performance,User reported an IT issue requiring support team assistance.,2024-03-11,2024-03-21,it_support,2024-03-11 00:00:00
407,TICKET-1407,Low,open,Network,Password reset request,User reported an IT issue requiring support team assistance.,2024-12-05,2024-12-08,soc_user,2024-12-05 00:00:00
408,TICKET-1408,Low,in_progress,Hardware,Software installation request,User reported an IT issue requiring support team assistance.,2025-02-25,2025-03-06,it_support,2025-02-25 00:00:00
409,TICKET-1409,Critical,in_progress,Email,Software installation request,User reported an IT issue requiring support team assistance.,2025-01-06,2025-01-07,analyst1,2025-01-06 00:00:00
410,TICKET-1410,Critical,closed,Hardware,Email not syncing,User reported an IT issue requiring support team assistance.,2024-07-11,2024-07-19,analyst1,2024-07-11 00:00:00
411,TICKET-1411,Medium,in_progress,Network,Password reset request,User reported an IT issue requiring support team assistance.,2025-04-16,2025-04-21,analyst1,2025-04-16 00:00:00
412,TICKET-1412,Critical,resolved,Network,Laptop not turning on,User reported an IT issue requiring support team assistance.,2025-01-04,2025-01-05,soc_user,2025-01-04 00:00:00
413,TICKET-1413,Critical,resolved,Security,Password reset request,User reported an IT issue requiring support team assistance.,2025-04-10,2025-04-17,analyst1,2025-04-10 00:00:00
414,TICKET-1414,Low,in_progress,Network,Slow system performance,User reported an IT issue requiring support team assistance.,2025-08-22,2025-08-28,soc_user,2025-08-22 00:00:00
415,TICKET-1415,Critical,open,Access,System access issue,User reported an IT issue requiring support team assistance.,2025-08-16,2025-08-19,soc_user,2025-08-16 00:00:00
416,TICKET-1416,Low,closed,Access,Security alert investigation,User reported an IT issue requiring support team assistance.,2024-02-27,2024-03-07,analyst1,2024-02-27 00:00:00
417,TICKET-1417,Medium,in_progress,Hardware,Laptop not turning on,User reported an IT issue requiring support team assistance.,2024-08-19,2024-08-21,analyst1,2024-08-19 00:00:00
418,TICKET-1418,Medium,resolved,Email,Software installation request,User reported an IT issue requiring support team assistance.,2025-07-08,2025-07-16,it_support,2025-07-08 00:00:00
419,TICKET-1419,Critical,open,Network,Email not syncing,User reported an IT issue requiring support team assistance.,2025-04-22,2025-04-28,soc_user,2025-04-22 00:00:00
420,TICKET-1420,High,open,Security,Email not syncing,User reported an IT issue requiring support team assistance.,2024-06-06,2024-06-08,admin,2024-06-06 00:00:00
421,TICKET-1421,Low,closed,Network,Email not syncing,User reported an IT issue requiring support team assistance.,2025-08-09,2025-08-18,soc_user,2025-08-09 00:00:00
422,TICKET-1422,Medium,in_progress,Network,Password reset request,User reported an IT issue requiring support team assistance.,2024-12-14,2024-12-16,analyst2,2024-12-14 00:00:00
423,TICKET-1423,Low,open,Security,Security alert investigation,User reported an IT issue requiring support team assistance.,2025-05-02,2025-05-07,it_support,2025-05-02 00:00:00
424,TICKET-1424,Medium,resolved,Access,Password reset request,User reported an IT issue requiring support team assistance.,2024-12-07,2024-12-16,it_support,2024-12-07 00:00:00
425,TICKET-1425,Low,resolved,Email,System access issue,User reported an IT issue requiring support team assistance.,2024-01-15,2024-01-23,admin,2024-01-15 00:00:00
426,TICKET-1426,High,resolved,Software,Email not syncing,User reported an IT issue requiring support team assistance.,2024-04-12,2024-04-17,it_support,2024-04-12 00:00:00
427,TICKET-1427,Medium,closed,Hardware,Slow system performance,User reported an IT issue requiring support team assistance.,2025-05-27,2025-05-29,analyst2,2025-05-27 00:00:00
428,TICKET-1428,Critical,open,Access,Network connectivity issue,User reported an IT issue requiring support team assistance.,2024-01-31,2024-02-09,analyst2,2024-01-31 00:00:00
429,TICKET-1429,Low,in_progress,Security,Password reset request,User reported an IT issue requiring support team assistance.,2024-11-09,2024-11-13,analyst1,2024-11-09 00:00:00
430,TICKET-1430,Medium,in_progress,Access,Email not syncing,User reported an IT issue requiring support team assistance.,2024-05-06,2024-05-07,admin,2024-05-06 00:00:00
431,TICKET-1431,Low,resolved,Software,Network connectivity issue,User reported an IT issue requiring support team assistance.,2024-05-04,2024-05-06,analyst2,2024-05-04 00:00:00
432,TICKET-1432,Medium,resolved,Access,Slow system performance,User reported an IT issue requiring support team assistance.,2024-04-08,2024-04-10,soc_user,2024-04-08 00:00:00
433,TICKET-1433,Medium,closed,Email,Laptop not turning on,User reported an IT issue requiring support team assistance.,2024-10-27,2024-11-03,it_support,2024-10-27 00:00:00
434,TICKET-1434,Medium,open,Hardware,Security alert investigation,User reported an IT issue requiring support team assistance.,2025-08-25,2025-08-29,analyst2,2025-08-25 00:00:00
435,TICKET-1435,High,open,Network,Slow system performance,User reported an IT issue requiring support team assistance.,2024-05-07,2024-05-17,it_support,2024-05-07 00:00:00
436,TICKET-1436,High,in_progress,Security,Password reset request,User reported an IT issue requiring support team assistance.,2024-04-04,2024-04-06,admin,2024-04-04 00:00:00
437,TICKET-1437,Medium,open,Access,Laptop not turning on,User reported an IT issue requiring support team assistance.,2024-05-12,2024-05-21,analyst2,2024-05-12 00:00:00
438,TICKET-1438,Critical,in_progress,Email,Password reset request,User reported an IT issue requiring support team assistance.,2025-07-04,2025-07-06,it_support,2025-07-04 00:00:00
439,TICKET-1439,Critical,in_progress,Hardware,Laptop not turning on,User reported an IT issue requiring support team assistance.,2024-06-24,2024-07-02,it_support,2024-06-24 00:00:00
440,TICKET-1440,Low,in_progress,Access,Network connectivity issue,User reported an IT issue requiring support team assistance.,2024-12-03,2024-12-12,analyst1,2024-12-03 00:00:00
441,TICKET-1441,Low,in_progress,Security,Network connectivity issue,User reported an IT issue requiring support team assistance.,2025-03-06,2025-03-09,it_support,2025-03-06 00:00:00
442,TICKET-1442,Medium,resolved,Software,System access issue,User reported an IT issue requiring support team assistance.,2024-08-08,2024-08-10,analyst2,2024-08-08 00:00:00
443,TICKET-1443,Medium,resolved,Email,Security alert investigation,User reported an IT issue requiring support team assistance.,2024-07-05,2024-07-15,it_support,2024-07-05 00:00:00
444,TICKET-1444,Low,closed,Hardware,Network connectivity issue,User reported an IT issue requiring support team assistance.,2025-06-09,2025-06-14,analyst1,2025-06-09 00:00:00
445,TICKET-1445,High,open,Email,Email not syncing,User reported an IT issue requiring support team assistance.,2025-08-28,2025-09-07,soc_user,2025-08-28 00:00:00
446,TICKET-1446,Low,resolved,Hardware,Network connectivity issue,User reported an IT issue requiring support team assistance.,2025-06-16,2025-06-19,analyst1,2025-06-16 00:00:00
447,TICKET-1447,High,open,Security,VPN not connecting,User reported an IT issue requiring support team assistance.,2025-07-17,2025-07-23,analyst1,2025-07-17 00:00:00
448,TICKET-1448,Low,closed,Email,Password reset request,User reported an IT issue requiring support team assistance.,2024-01-05,2024-01-11,analyst2,2024-01-05 00:00:00
449,TICKET-1449,High,resolved,Email,Email not syncing,User reported an IT issue requiring support team assistance.,2025-04-03,2025-04-13,it_support,2025-04-03 00:00:00
450,TICKET-1450,Medium,open,Security,Printer not working,User reported an IT issue requiring support team assistance.,2024-02-20,2024-03-01,analyst1,2024-02-20 00:00:00
451,TICKET-1451,Low,open,Hardware,VPN not connecting,User reported an IT issue requiring support team assistance.,2024-09-02,2024-09-06,soc_user,2024-09-02 00:00:00
452,TICKET-1452,Critical,in_progress,Network,Software installation request,User reported an IT issue requiring support team assistance.,2024-02-23,2024-03-04,analyst1,2024-02-23 00:00:00
453,TICKET-1453,Low,resolved,Security,Security alert investigation,User reported an IT issue requiring support team assistance.,2024-08-29,2024-09-08,analyst1,2024-08-29 00:00:00
454,TICKET-1454,Critical,in_progress,Security,Slow system performance,User reported an IT issue requiring support team assistance.,2025-06-11,2025-06-11,analyst1,2025-06-11 00:00:00
455,TICKET-1455,Critical,open,Network,Security alert investigation,User reported an IT issue requiring support team assistance.,2025-01-22,2025-01-24,soc_user,2025-01-22 00:00:00
456,TICKET-1456,Low,in_progress,Network,Slow system performance,User reported an IT issue requiring support team assistance.,2024-05-26,2024-05-28,analyst2,2024-05-26 00:00:00
457,TICKET-1457,Low,resolved,Software,Password reset request,User reported an IT issue requiring support team assistance.,2025-07-17,2025-07-23,admin,2025-07-17 00:00:00
458,TICKET-1458,High,resolved,Network,VPN not connecting,User reported an IT issue requiring support team assistance.,2024-12-13,2024-12-20,analyst1,2024-12-13 00:00:00
459,TICKET-1459,Critical,in_progress,Access,Security alert investigation,User reported an IT issue requiring support team assistance.,2024-05-12,2024-05-21,analyst1,2024-05-12 00:00:00
460,TICKET-1460,High,resolved,Hardware,Security alert investigation,User reported an IT issue requiring support team assistance.,2024-12-23,2024-12-24,soc_user,2024-12-23 00:00:00
461,TICKET-1461,High,resolved,Network,VPN not connecting,User reported an IT issue requiring support team assistance.,2024-09-20,2024-09-25,soc_user,2024-09-20 00:00:00
462,TICKET-1462,Critical,open,Network,VPN not connecting,User reported an IT issue requiring support team assistance.,2025-08-31,2025-09-07,analyst1,2025-08-31 00:00:00
463,TICKET-1463,Low,open,Access,VPN not connecting,User reported an IT issue requiring support team assistance.,2024-06-28,2024-06-29,analyst2,2024-06-28 00:00:00
464,TICKET-1464,Medium,in_progress,Access,Laptop not turning on,User reported an IT issue requiring support team assistance.,2024-01-22,2024-01-23,analyst2,2024-01-22 00:00:00
465,TICKET-1465,Medium,resolved,Security,Printer not working,User reported an IT issue requiring support team assistance.,2024-11-22,2024-12-01,analyst1,2024-11-22 00:00:00
466,TICKET-1466,Medium,open,Network,System access issue,User reported an IT issue requiring support team assistance.,2024-03-08,2024-03-09,analyst2,2024-03-08 00:00:00
467,TICKET-1467,Low,closed,Network,Software installation request,User reported an IT issue requiring support team assistance.,2024-09-05,2024-09-12,analyst1,2024-09-05 00:00:00
468,TICKET-1468,High,closed,Security,Slow system performance,User reported an IT issue requiring support team assistance.,2025-03-05,2025-03-11,soc_user,2025-03-05 00:00:00
469,TICKET-1469,High,resolved,Software,VPN not connecting,User reported an IT issue requiring support team assistance.,2025-03-25,2025-03-31,analyst2,2025-03-25 00:00:00
470,TICKET-1470,Medium,resolved,Hardware,System access issue,User reported an IT issue requiring support team assistance.,2025-06-04,2025-06-07,it_support,2025-06-04 00:00:00
471,TICKET-1471,Low,resolved,Software,Laptop not turning on,User reported an IT issue requiring support team assistance.,2025-04-12,2025-04-21,analyst2,2025-04-12 00:00:00
472,TICKET-1472,Low,closed,Network,Slow system performance,User reported an IT issue requiring support team assistance.,2025-05-15,2025-05-19,analyst2,2025-05-15 00:00:00
473,TICKET-1473,Low,open,Software,Password reset request,User reported an IT issue requiring support team assistance.,2024-07-05,2024-07-09,soc_user,2024-07-05 00:00:00
474,TICKET-1474,Medium,in_progress,Software,Password reset request,User reported an IT issue requiring support team assistance.,2024-11-25,2024-11-27,it_support,2024-11-25 00:00:00
475,TICKET-1475,Low,resolved,Hardware,Laptop not turning on,User reported an IT issue requiring support team assistance.,2024-09-16,2024-09-19,analyst1,2024-09-16 00:00:00
476,TICKET-1476,Low,open,Hardware,Laptop not turning on,User reported an IT issue requiring support team assistance.,2024-11-21,2024-11-28,admin,2024-11-21 00:00:00
477,TICKET-1477,High,resolved,Access,Software installation request,User reported an IT issue requiring support team assistance.,2025-11-27,2025-11-29,admin,2025-11-27 00:00:00
478,TICKET-1478,Low,open,Security,Password reset request,User reported an IT issue requiring support team assistance.,2024-08-01,2024-08-08,admin,2024-08-01 00:00:00
479,TICKET-1479,Critical,in_progress,Access,Password reset request,User reported an IT issue requiring support team assistance.,2024-03-31,2024-04-02,analyst2,2024-03-31 00:00:00
480,TICKET-1480,Critical,in_progress,Security,Security alert investigation,User reported an IT issue requiring support team assistance.,2025-09-09,2025-09-12,admin,2025-09-09 00:00:00
481,TICKET-1481,Low,closed,Network,System access issue,User reported an IT issue requiring support team assistance.,2025-01-17,2025-01-27,it_support,2025-01-17 00:00:00
482,TICKET-1482,Low,closed,Email,Email not syncing,User reported an IT issue requiring support team assistance.,2024-06-29,2024-07-03,analyst2,2024-06-29 00:00:00
483,TICKET-1483,Low,in_progress,Hardware,System access issue,User reported an IT issue requiring support team assistance.,2024-05-20,2024-05-29,it_support,2024-05-20 00:00:00
484,TICKET-1484,Low,closed,Software,VPN not connecting,User reported an IT issue requiring support team assistance.,2024-04-02,2024-04-02,admin,2024-04-02 00:00:00
485,TICKET-1485,Critical,open,Access,System access issue,User reported an IT issue requiring support team assistance.,2025-02-28,2025-03-08,admin,2025-02-28 00:00:00
486,TICKET-1486,High,open,Network,Slow system performance,User reported an IT issue requiring support team assistance.,2025-10-17,2025-10-23,it_support,2025-10-17 00:00:00
487,TICKET-1487,High,open,Software,Slow system performance,User reported an IT issue requiring support team assistance.,2025-02-27,2025-03-02,analyst2,2025-02-27 00:00:00
488,TICKET-1488,Critical,in_progress,Access,Laptop not turning on,User reported an IT issue requiring support team assistance.,2024-01-08,2024-01-12,admin,2024-01-08 00:00:00
489,TICKET-1489,Critical,resolved,Access,Security alert investigation,User reported an IT issue requiring support team assistance.,2025-05-11,2025-05-14,analyst2,2025-05-11 00:00:00
490,TICKET-1490,Medium,closed,Security,Password reset request,User reported an IT issue requiring support team assistance.,2025-09-20,2025-09-20,it_support,2025-09-20 00:00:00
491,TICKET-1491,High,closed,Network,Slow system performance,User reported an IT issue requiring support team assistance.,2024-01-21,2024-01-26,it_support,2024-01-21 00:00:00
492,TICKET-1492,Medium,closed,Access,Password reset request,User reported an IT issue requiring support team assistance.,2024-12-02,2024-12-10,it_support,2024-12-02 00:00:00
493,TICKET-1493,High,open,Hardware,Software installation request,User reported an IT issue requiring support team assistance.,2025-08-16,2025-08-22,analyst2,2025-08-16 00:00:00
494,TICKET-1494,High,in_progress,Access,Laptop not turning on,User reported an IT issue requiring support team assistance.,2025-09-19,2025-09-25,analyst2,2025-09-19 00:00:00
495,TICKET-1495,Critical,resolved,Software,Password reset request,User reported an IT issue requiring support team assistance.,2024-03-04,2024-03-13,soc_user,2024-03-04 00:00:00
496,TICKET-1496,Medium,in_progress,Network,Laptop not turning on,User reported an IT issue requiring support team assistance.,2025-10-14,2025-10-16,soc_user,2025-10-14 00:00:00
497,TICKET-1497,High,resolved,Access,System access issue,User reported an IT issue requiring support team assistance.,2024-04-09,2024-04-17,soc_user,2024-04-09 00:00:00
498,TICKET-1498,Critical,closed,Software,Software installation request,User reported an IT issue requiring support team assistance.,2025-01-26,2025-01-26,it_support,2025-01-26 00:00:00
499,TICKET-1499,Critical,open,Access,Software installation request,User reported an IT issue requiring support team assistance.,2024-11-22,2024-11-22,analyst1,2024-11-22 00:00:00
500,TICKET-1500,Critical,closed,Security,VPN not connecting,User reported an IT issue requiring support team assistance.,2024-07-25,2024-07-29,it_support,2024-07-25 00:00:00
